Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Journey_year,hours,minutes,Arrival_hour,Arrival_min,duration_mins,duration_hours
Multiple carriers,Delhi,Cochin,1.0,7005,15,6,2019,8,45,21,0,15,12
Air India,Delhi,Cochin,1.0,8991,12,6,2019,17,40,8,15,35,14
IndiGo,Chennai,Kolkata,0.0,3597,12,6,2019,14,45,17,5,20,2
Air India,Banglore,Delhi,0.0,6961,12,6,2019,6,10,8,55,45,2
SpiceJet,Banglore,Delhi,0.0,3971,9,4,2019,5,55,8,35,40,2
Multiple carriers,Delhi,Cochin,1.0,7618,24,6,2019,7,0,21,0,0,14
SpiceJet,Banglore,Delhi,0.0,3311,6,6,2019,21,10,0,5,55,2
Jet Airways,Kolkata,Banglore,1.0,10703,9,5,2019,20,25,9,45,20,13
IndiGo,Banglore,Delhi,0.0,3943,6,6,2019,1,30,4,15,45,2
Jet Airways,Delhi,Cochin,1.0,10262,9,6,2019,22,50,19,0,10,20
Jet Airways,Delhi,Cochin,1.0,14714,9,6,2019,21,50,19,0,10,21
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,17,30,4,25,55,10
Jet Airways,Banglore,Delhi,0.0,5769,12,6,2019,11,10,14,5,55,2
Jet Airways,Kolkata,Banglore,1.0,14178,9,6,2019,6,30,4,40,10,22
Jet Airways,Kolkata,Banglore,1.0,10031,24,3,2019,8,25,23,25,0,15
Multiple carriers,Delhi,Cochin,1.0,14067,21,5,2019,11,30,1,30,0,14
Air India,Delhi,Cochin,1.0,7480,27,6,2019,9,45,9,25,40,23
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,18,55,12,0,5,17
Air Asia,Kolkata,Banglore,0.0,5964,24,3,2019,19,35,22,5,30,2
Jet Airways,Delhi,Cochin,1.0,18253,3,3,2019,23,5,18,50,45,19
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,16,30,4,40,10,12
Multiple carriers,Delhi,Cochin,1.0,12524,3,6,2019,8,45,19,0,15,10
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,2019,16,55,19,40,45,26
IndiGo,Kolkata,Banglore,1.0,5069,1,4,2019,8,10,13,0,50,4
IndiGo,Chennai,Kolkata,0.0,4332,1,5,2019,11,35,14,0,25,2
Jet Airways,Delhi,Cochin,1.0,15554,9,3,2019,19,45,4,25,40,8
Multiple carriers,Delhi,Cochin,1.0,11667,27,3,2019,9,0,18,50,50,9
Jet Airways,Mumbai,Hyderabad,0.0,5678,3,6,2019,19,35,21,5,30,1
IndiGo,Chennai,Kolkata,0.0,3597,3,5,2019,13,15,15,35,20,2
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,11,30,19,0,30,7
Jet Airways,Kolkata,Banglore,1.0,9663,6,5,2019,21,10,12,0,50,14
IndiGo,Delhi,Cochin,1.0,7514,3,6,2019,6,50,16,10,20,9
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,21,50,12,35,45,14
Jet Airways,Delhi,Cochin,2.0,12819,24,6,2019,23,5,4,25,20,29
Multiple carriers,Delhi,Cochin,1.0,8073,15,5,2019,17,0,1,30,30,8
Jet Airways,Kolkata,Banglore,1.0,9663,9,6,2019,18,55,4,40,45,9
SpiceJet,Kolkata,Banglore,0.0,3841,24,4,2019,22,20,0,40,20,2
IndiGo,Kolkata,Banglore,0.0,4804,27,6,2019,15,15,17,45,30,2
SpiceJet,Delhi,Cochin,1.0,5899,27,4,2019,6,5,11,20,15,5
Air India,Kolkata,Banglore,1.0,8576,24,5,2019,9,25,18,30,5,9
Jet Airways,Delhi,Cochin,1.0,12557,21,3,2019,16,0,18,50,50,26
Jet Airways,Kolkata,Banglore,1.0,14571,24,5,2019,20,0,12,0,0,16
IndiGo,Kolkata,Banglore,0.0,6565,1,3,2019,15,10,17,45,35,2
Air India,Banglore,Delhi,0.0,6961,1,6,2019,13,20,16,10,50,2
IndiGo,Kolkata,Banglore,0.0,4804,21,5,2019,15,30,18,5,35,2
Jet Airways,Kolkata,Banglore,1.0,8529,12,6,2019,18,55,12,0,5,17
Air India,Delhi,Cochin,2.0,11701,6,5,2019,22,0,19,15,15,21
Jet Airways,Delhi,Cochin,2.0,16263,18,5,2019,20,0,4,25,25,8
IndiGo,Delhi,Cochin,1.0,5761,21,3,2019,6,40,12,0,20,5
Jet Airways,Banglore,New Delhi,1.0,25735,1,3,2019,16,55,10,25,30,17
Air India,Banglore,New Delhi,2.0,10846,18,3,2019,11,5,22,10,5,11
IndiGo,Delhi,Cochin,1.0,6442,6,6,2019,8,35,22,30,55,13
Jet Airways,Mumbai,Hyderabad,0.0,2071,3,4,2019,19,35,21,5,30,1
Vistara,Mumbai,Hyderabad,1.0,12395,6,3,2019,11,55,22,55,0,11
Air India,Mumbai,Hyderabad,2.0,16172,12,3,2019,21,10,16,55,15,4
Multiple carriers,Delhi,Cochin,1.0,10786,27,5,2019,7,30,19,15,45,11
Jet Airways,Kolkata,Banglore,1.0,14388,1,5,2019,8,25,9,20,55,24
Air India,Banglore,New Delhi,1.0,6383,21,3,2019,10,30,22,55,25,12
Jet Airways,Kolkata,Banglore,1.0,10844,18,5,2019,16,30,12,0,30,19
Multiple carriers,Delhi,Cochin,1.0,7408,12,6,2019,13,0,21,0,0,8
Jet Airways,Kolkata,Banglore,1.0,13067,6,5,2019,20,25,21,5,40,24
SpiceJet,Banglore,New Delhi,0.0,3925,24,3,2019,20,30,23,20,50,2
Jet Airways,Delhi,Cochin,2.0,15812,24,6,2019,11,40,19,0,20,7
SpiceJet,Chennai,Kolkata,0.0,3597,3,6,2019,17,45,20,5,20,2
IndiGo,Banglore,Delhi,0.0,3943,12,6,2019,13,0,15,50,50,2
Air India,Banglore,New Delhi,0.0,11633,18,3,2019,17,0,19,45,45,2
Air India,Delhi,Cochin,2.0,11281,9,5,2019,5,0,7,40,40,26
IndiGo,Delhi,Cochin,1.0,6386,6,6,2019,2,0,7,45,45,5
Air India,Banglore,New Delhi,1.0,10657,9,3,2019,11,5,22,45,40,11
Multiple carriers,Delhi,Cochin,1.0,10678,12,6,2019,4,55,19,0,5,14
SpiceJet,Delhi,Cochin,1.0,5158,27,5,2019,8,45,13,15,30,4
Jet Airways,Delhi,Cochin,2.0,16263,1,6,2019,20,0,4,25,25,8
Air India,Delhi,Cochin,2.0,12646,6,3,2019,16,40,19,15,35,26
Jet Airways,Delhi,Cochin,2.0,9296,27,3,2019,6,20,19,45,25,37
Jet Airways,Kolkata,Banglore,1.0,8586,1,5,2019,16,30,10,5,35,17
Jet Airways,Mumbai,Hyderabad,1.0,22294,12,3,2019,3,0,16,35,35,13
Jet Airways,Banglore,Delhi,0.0,4544,21,4,2019,6,0,8,45,45,2
IndiGo,Chennai,Kolkata,0.0,3597,6,5,2019,14,45,17,5,20,2
Multiple carriers,Delhi,Cochin,1.0,13587,6,6,2019,11,30,21,0,30,9
IndiGo,Banglore,Delhi,0.0,3419,27,6,2019,0,25,3,15,50,2
Jet Airways,Kolkata,Banglore,1.0,10844,21,5,2019,20,0,16,20,20,20
Jet Airways,Kolkata,Banglore,1.0,13759,24,3,2019,19,45,19,40,55,23
Vistara,Kolkata,Banglore,1.0,9345,18,5,2019,7,10,23,25,15,16
Air Asia,Banglore,Delhi,0.0,4282,6,5,2019,4,55,7,45,50,2
Jet Airways,Delhi,Cochin,1.0,10262,27,6,2019,22,50,19,0,10,20
Jet Airways,Delhi,Cochin,2.0,13029,9,5,2019,9,40,12,35,55,26
Jet Airways,Kolkata,Banglore,1.0,14781,15,5,2019,6,30,19,50,20,13
Jet Airways,Kolkata,Banglore,1.0,10844,12,5,2019,14,5,19,50,45,5
Multiple carriers,Delhi,Cochin,1.0,13714,3,6,2019,9,0,19,0,0,10
Jet Airways,Delhi,Cochin,1.0,14053,9,3,2019,19,45,18,50,5,23
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,2019,20,0,9,20,20,13
Air India,Mumbai,Hyderabad,0.0,2050,24,3,2019,15,0,16,25,25,1
IndiGo,Delhi,Cochin,1.0,7010,15,6,2019,5,10,10,5,55,4
Multiple carriers,Delhi,Cochin,1.0,15603,3,3,2019,7,0,15,30,30,8
Jet Airways,Kolkata,Banglore,1.0,13584,9,5,2019,20,0,10,5,5,14
Jet Airways,Kolkata,Banglore,1.0,12692,9,6,2019,17,0,21,5,5,28
SpiceJet,Kolkata,Banglore,0.0,3873,3,4,2019,22,20,0,40,20,2
Vistara,Kolkata,Banglore,1.0,8610,9,5,2019,7,10,18,50,40,11
Jet Airways,Delhi,Cochin,1.0,14714,27,6,2019,14,0,19,0,0,5
Jet Airways,Delhi,Cochin,1.0,15554,18,5,2019,21,50,4,25,35,6
Air Asia,Kolkata,Banglore,0.0,4107,15,6,2019,19,55,22,25,30,2
Multiple carriers,Delhi,Cochin,1.0,9001,24,6,2019,8,45,19,15,30,10
SpiceJet,Delhi,Cochin,1.0,5351,9,4,2019,6,5,11,20,15,5
SpiceJet,Delhi,Cochin,1.0,4957,27,6,2019,17,55,22,50,55,4
IndiGo,Chennai,Kolkata,0.0,3850,1,5,2019,5,15,7,40,25,2
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,13,0,12,35,35,23
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,2019,18,55,12,0,5,17
Jet Airways,Delhi,Cochin,1.0,5406,1,4,2019,18,15,12,35,20,18
Jet Airways,Delhi,Cochin,2.0,12347,21,3,2019,18,25,4,25,0,34
Jet Airways,Kolkata,Banglore,1.0,8586,1,5,2019,20,0,10,5,5,14
Jet Airways,Kolkata,Banglore,1.0,13469,6,6,2019,9,35,21,5,30,11
IndiGo,Delhi,Cochin,1.0,6316,27,6,2019,16,0,1,30,30,9
SpiceJet,Mumbai,Hyderabad,0.0,2227,9,5,2019,13,15,14,45,30,1
Jet Airways,Delhi,Cochin,0.0,7202,15,6,2019,11,0,14,15,15,3
IndiGo,Chennai,Kolkata,0.0,3540,18,6,2019,5,15,7,40,25,2
Air India,Kolkata,Banglore,1.0,10413,24,5,2019,10,0,20,25,25,10
Air India,Banglore,New Delhi,4.0,17686,1,3,2019,5,50,11,20,30,29
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2019,18,15,19,0,45,24
Jet Airways,Delhi,Cochin,1.0,12347,21,3,2019,19,45,18,50,5,23
IndiGo,Banglore,Delhi,0.0,4591,18,5,2019,23,30,2,20,50,2
IndiGo,Delhi,Cochin,1.0,6558,21,3,2019,7,35,22,20,45,14
Air India,Kolkata,Banglore,2.0,12324,21,5,2019,16,50,5,35,45,12
Air India,Banglore,New Delhi,2.0,11948,3,3,2019,11,5,22,10,5,35
Jet Airways,Delhi,Cochin,2.0,15129,18,5,2019,23,5,4,25,20,29
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2019,19,45,4,25,40,8
IndiGo,Banglore,New Delhi,0.0,6860,9,3,2019,18,25,21,20,55,2
Multiple carriers,Delhi,Cochin,1.0,8283,18,5,2019,19,0,1,30,30,6
Jet Airways,Delhi,Cochin,1.0,14714,6,6,2019,21,50,19,0,10,21
Multiple carriers,Delhi,Cochin,1.0,13377,3,6,2019,18,15,1,30,15,7
Jet Airways,Kolkata,Banglore,1.0,13044,12,6,2019,16,30,10,5,35,17
IndiGo,Delhi,Cochin,2.0,6494,21,3,2019,7,35,21,20,45,13
Jet Airways,Kolkata,Banglore,1.0,12576,12,6,2019,18,55,4,40,45,9
Jet Airways,Delhi,Cochin,2.0,10368,9,6,2019,5,30,4,25,55,22
Jet Airways,Delhi,Cochin,1.0,14714,1,6,2019,21,50,4,25,35,6
Jet Airways,Kolkata,Banglore,1.0,8586,1,5,2019,14,5,4,40,35,14
IndiGo,Banglore,Delhi,0.0,3943,3,4,2019,21,15,0,15,0,3
Jet Airways,Kolkata,Banglore,1.0,13941,6,5,2019,6,30,4,40,10,22
Air India,Kolkata,Banglore,1.0,6528,24,5,2019,14,35,14,35,0,24
Jet Airways,Delhi,Cochin,2.0,10368,9,6,2019,9,40,12,35,55,26
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,2019,18,55,23,35,40,28
Air India,Kolkata,Banglore,2.0,12009,6,6,2019,7,0,5,25,25,22
Jet Airways,Banglore,Delhi,0.0,7229,3,5,2019,6,0,8,45,45,2
Jet Airways,Banglore,Delhi,0.0,7229,6,4,2019,8,20,11,20,0,3
Jet Airways,Kolkata,Banglore,1.0,10844,6,6,2019,18,55,12,0,5,17
Jet Airways,Kolkata,Banglore,1.0,14151,12,5,2019,9,35,10,55,20,25
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,2019,22,50,9,30,40,10
IndiGo,Delhi,Cochin,1.0,6818,3,6,2019,5,5,12,10,5,7
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,2,15,4,25,10,26
Air India,Banglore,New Delhi,2.0,13355,3,3,2019,19,10,10,35,25,15
Jet Airways,Delhi,Cochin,1.0,16079,27,5,2019,21,50,4,25,35,6
Multiple carriers,Delhi,Cochin,1.0,9718,3,6,2019,10,0,21,0,0,11
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2019,21,50,4,25,35,6
Jet Airways,Banglore,Delhi,0.0,7229,6,5,2019,7,10,10,10,0,3
Air India,Delhi,Cochin,1.0,8635,24,3,2019,4,0,7,40,40,27
SpiceJet,Banglore,Delhi,0.0,4423,12,5,2019,9,30,12,20,50,2
IndiGo,Kolkata,Banglore,0.0,4174,9,4,2019,15,15,17,45,30,2
Air India,Mumbai,Hyderabad,0.0,2050,21,3,2019,21,5,22,25,20,1
Jet Airways,Kolkata,Banglore,1.0,13067,18,5,2019,20,25,14,25,0,18
Jet Airways,Kolkata,Banglore,1.0,7064,1,4,2019,16,30,23,35,5,7
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2019,17,30,4,25,55,10
Jet Airways,Banglore,Delhi,0.0,6144,3,5,2019,19,50,22,50,0,3
Multiple carriers,Delhi,Cochin,2.0,18275,1,6,2019,15,5,1,30,25,10
Air India,Kolkata,Banglore,2.0,13033,21,5,2019,10,0,1,20,20,15
SpiceJet,Delhi,Cochin,1.0,6460,21,3,2019,8,45,13,15,30,4
SpiceJet,Mumbai,Hyderabad,0.0,1965,1,5,2019,22,45,0,15,30,1
Multiple carriers,Delhi,Cochin,1.0,18228,9,3,2019,8,40,21,0,20,12
IndiGo,Delhi,Cochin,1.0,6442,24,6,2019,6,50,16,10,20,9
IndiGo,Delhi,Cochin,1.0,4744,27,3,2019,2,5,7,25,20,5
Air India,Delhi,Cochin,3.0,10703,27,6,2019,5,15,19,15,0,38
IndiGo,Banglore,Delhi,0.0,4823,9,6,2019,20,0,22,50,50,2
IndiGo,Delhi,Cochin,1.0,13611,6,3,2019,4,45,15,30,45,10
Jet Airways,Delhi,Cochin,2.0,15129,27,5,2019,19,10,19,0,50,23
GoAir,Banglore,Delhi,0.0,3398,21,6,2019,11,40,14,30,50,2
SpiceJet,Kolkata,Banglore,0.0,3873,9,5,2019,17,10,19,40,30,2
Jet Airways,Delhi,Cochin,1.0,14714,9,6,2019,22,50,19,0,10,20
Jet Airways,Banglore,New Delhi,1.0,11087,9,3,2019,5,45,10,25,40,4
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,11,30,4,25,55,16
Jet Airways,Delhi,Cochin,2.0,16914,6,3,2019,5,25,4,25,0,23
SpiceJet,Banglore,Delhi,0.0,4319,18,5,2019,9,30,12,20,50,2
Multiple carriers,Delhi,Cochin,1.0,6093,24,6,2019,14,55,22,30,35,7
Air India,Kolkata,Banglore,2.0,12592,12,5,2019,9,25,13,45,20,28
IndiGo,Kolkata,Banglore,1.0,3809,24,5,2019,19,20,23,45,25,4
Air Asia,Kolkata,Banglore,1.0,6857,6,6,2019,6,50,10,30,40,3
Vistara,Delhi,Cochin,0.0,4851,1,4,2019,14,40,17,50,10,3
IndiGo,Delhi,Cochin,1.0,7258,27,3,2019,4,45,21,0,15,16
Air Asia,Delhi,Cochin,1.0,6152,12,6,2019,7,55,15,45,50,7
Air India,Delhi,Cochin,1.0,8372,21,5,2019,9,0,19,15,15,10
Jet Airways,Banglore,New Delhi,1.0,7832,21,3,2019,14,5,10,25,20,20
Air India,Delhi,Cochin,1.0,8907,12,6,2019,20,30,23,0,30,26
Jet Airways,Banglore,Delhi,0.0,8016,9,6,2019,15,15,18,10,55,2
Air India,Kolkata,Banglore,1.0,8996,24,5,2019,9,10,13,15,5,4
IndiGo,Kolkata,Banglore,0.0,4804,3,6,2019,9,35,12,10,35,2
SpiceJet,Chennai,Kolkata,0.0,6300,12,3,2019,9,30,12,5,35,2
Jet Airways,Delhi,Cochin,1.0,7438,27,3,2019,23,5,4,25,20,5
Multiple carriers,Delhi,Cochin,3.0,21829,6,3,2019,11,35,21,0,25,9
Vistara,Banglore,New Delhi,0.0,11913,18,3,2019,16,0,18,35,35,2
IndiGo,Mumbai,Hyderabad,0.0,2754,21,6,2019,2,35,4,5,30,1
Air India,Kolkata,Banglore,2.0,10151,6,5,2019,12,0,18,30,30,30
IndiGo,Banglore,Delhi,0.0,3943,1,4,2019,10,10,13,0,50,2
Air India,Kolkata,Banglore,2.0,12723,12,6,2019,5,50,8,55,5,27
Jet Airways,Kolkata,Banglore,1.0,13759,24,3,2019,8,25,18,10,45,9
Jet Airways,Kolkata,Banglore,1.0,14781,12,5,2019,6,30,16,20,50,9
Air India,Delhi,Cochin,1.0,8372,12,6,2019,10,0,19,15,15,9
IndiGo,Banglore,Delhi,0.0,4591,21,4,2019,10,10,13,0,50,2
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2019,16,0,19,0,0,27
GoAir,Delhi,Cochin,1.0,7870,24,6,2019,14,25,19,35,10,5
IndiGo,Banglore,Delhi,0.0,4823,27,5,2019,7,10,10,5,55,2
Jet Airways,Delhi,Cochin,1.0,12373,9,5,2019,18,15,12,35,20,18
IndiGo,Kolkata,Banglore,0.0,4804,1,6,2019,20,20,22,55,35,2
Air India,Banglore,New Delhi,2.0,19372,1,3,2019,8,50,11,10,20,26
IndiGo,Kolkata,Banglore,0.0,4804,12,5,2019,17,15,19,50,35,2
Jet Airways,Banglore,New Delhi,1.0,11087,18,3,2019,16,55,23,0,5,6
Jet Airways,Delhi,Cochin,2.0,13029,21,5,2019,9,40,4,25,45,18
IndiGo,Kolkata,Banglore,0.0,4804,21,6,2019,15,15,17,45,30,2
Jet Airways,Banglore,Delhi,0.0,7229,3,4,2019,6,0,8,45,45,2
Multiple carriers,Delhi,Cochin,1.0,9627,15,5,2019,8,30,19,0,30,10
Jet Airways,Delhi,Cochin,1.0,14714,6,6,2019,2,15,19,0,45,16
Jet Airways,Kolkata,Banglore,1.0,11467,1,5,2019,9,35,19,10,35,9
Jet Airways,Delhi,Cochin,1.0,10577,9,6,2019,19,45,19,0,15,23
Jet Airways,Delhi,Cochin,1.0,12898,27,5,2019,17,30,19,0,30,25
Multiple carriers,Delhi,Cochin,1.0,13587,1,6,2019,10,0,21,0,0,11
Jet Airways,Banglore,New Delhi,1.0,26890,1,3,2019,8,55,18,25,30,9
Jet Airways,Banglore,New Delhi,1.0,16736,6,3,2019,8,0,18,25,25,10
Air India,Mumbai,Hyderabad,0.0,3100,12,5,2019,13,55,15,25,30,1
IndiGo,Chennai,Kolkata,0.0,3597,6,6,2019,13,15,15,35,20,2
Air India,Banglore,Delhi,0.0,5228,12,5,2019,10,0,12,45,45,2
IndiGo,Delhi,Cochin,1.0,6937,9,3,2019,7,35,12,0,25,4
Jet Airways,Banglore,Delhi,0.0,4544,1,5,2019,15,15,18,10,55,2
Jet Airways,Banglore,New Delhi,1.0,11087,9,3,2019,7,0,20,20,20,13
IndiGo,Banglore,Delhi,0.0,4823,3,5,2019,20,0,22,50,50,2
IndiGo,Delhi,Cochin,1.0,5883,12,6,2019,17,10,1,30,20,8
Jet Airways,Kolkata,Banglore,1.0,14388,6,5,2019,20,0,12,0,0,16
Jet Airways,Kolkata,Banglore,1.0,14781,21,5,2019,20,0,4,40,40,8
IndiGo,Banglore,New Delhi,1.0,10406,15,3,2019,16,50,21,35,45,4
IndiGo,Delhi,Cochin,1.0,6442,6,3,2019,11,55,22,20,25,10
IndiGo,Delhi,Cochin,1.0,6093,27,6,2019,7,30,21,0,30,13
Multiple carriers,Delhi,Cochin,1.0,8535,9,4,2019,17,45,1,30,45,7
Jet Airways,Banglore,Delhi,0.0,7229,24,5,2019,6,0,8,45,45,2
Air India,Kolkata,Banglore,1.0,8366,9,6,2019,9,25,7,55,30,22
Jet Airways,Kolkata,Banglore,1.0,14388,18,5,2019,8,25,9,20,55,24
IndiGo,Mumbai,Hyderabad,0.0,3175,27,6,2019,16,55,18,25,30,1
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,9,0,12,35,35,27
SpiceJet,Kolkata,Banglore,0.0,3873,9,4,2019,22,20,0,40,20,2
Multiple carriers,Delhi,Cochin,1.0,13377,27,6,2019,18,15,1,30,15,7
IndiGo,Chennai,Kolkata,0.0,3850,18,5,2019,7,55,10,15,20,2
SpiceJet,Mumbai,Hyderabad,0.0,3603,9,3,2019,22,45,0,10,25,1
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,20,55,12,35,40,15
Air India,Delhi,Cochin,2.0,13381,24,6,2019,6,50,7,40,50,24
Jet Airways,Delhi,Cochin,1.0,12898,21,5,2019,18,15,12,35,20,18
Jet Airways,Kolkata,Banglore,1.0,14178,24,5,2019,6,30,9,20,50,26
Jet Airways,Delhi,Cochin,2.0,11150,27,6,2019,23,5,19,0,55,19
SpiceJet,Chennai,Kolkata,0.0,3911,9,5,2019,8,20,10,35,15,2
Air India,Kolkata,Banglore,2.0,14897,24,5,2019,9,25,5,25,0,20
Multiple carriers,Delhi,Cochin,1.0,9646,24,6,2019,9,45,16,10,25,6
Jet Airways,Delhi,Cochin,1.0,10262,15,6,2019,10,0,19,0,0,9
IndiGo,Banglore,Delhi,0.0,4423,15,6,2019,6,5,8,50,45,2
SpiceJet,Banglore,Delhi,0.0,4319,12,4,2019,5,55,8,35,40,2
Vistara,Chennai,Kolkata,0.0,3687,27,5,2019,7,5,9,20,15,2
Jet Airways,Delhi,Cochin,2.0,14300,12,6,2019,18,20,12,35,15,18
Air India,Kolkata,Banglore,1.0,8366,6,5,2019,9,25,7,55,30,22
Jet Airways,Mumbai,Hyderabad,2.0,24115,6,3,2019,14,20,16,50,30,26
Jet Airways,Delhi,Cochin,1.0,17024,3,3,2019,8,0,18,50,50,10
Jet Airways,Kolkata,Banglore,1.0,9663,9,6,2019,6,30,4,40,10,22
Jet Airways,Kolkata,Banglore,1.0,11134,24,3,2019,19,45,9,15,30,13
Jet Airways,Kolkata,Banglore,1.0,10844,15,5,2019,8,25,19,50,25,11
Jet Airways,Delhi,Cochin,1.0,10262,3,6,2019,15,0,19,0,0,28
Vistara,Kolkata,Banglore,1.0,9397,12,5,2019,20,20,9,5,45,12
Air India,Kolkata,Banglore,2.0,13532,12,6,2019,10,0,5,25,25,19
SpiceJet,Mumbai,Hyderabad,0.0,1965,3,5,2019,5,45,7,15,30,1
Air India,Kolkata,Banglore,1.0,10203,12,5,2019,20,30,8,55,25,12
Jet Airways,Banglore,New Delhi,1.0,19225,6,3,2019,5,45,11,25,40,5
Air India,Delhi,Cochin,2.0,14431,15,5,2019,6,50,7,40,50,24
Jet Airways,Delhi,Cochin,2.0,15129,27,5,2019,19,10,19,0,50,23
Jet Airways,Kolkata,Banglore,1.0,14388,21,5,2019,14,5,8,15,10,18
Jet Airways,Delhi,Cochin,1.0,10262,6,6,2019,17,30,19,0,30,25
SpiceJet,Banglore,New Delhi,0.0,4839,21,3,2019,9,35,12,30,55,2
Jet Airways,Mumbai,Hyderabad,0.0,4050,9,3,2019,19,40,21,10,30,1
Jet Airways,Kolkata,Banglore,1.0,13067,6,5,2019,17,0,10,55,55,17
IndiGo,Delhi,Cochin,1.0,6593,3,6,2019,16,0,21,0,0,5
SpiceJet,Kolkata,Banglore,0.0,3841,3,6,2019,22,20,0,40,20,2
Jet Airways,Kolkata,Banglore,1.0,10844,12,5,2019,18,55,19,50,55,24
Multiple carriers,Delhi,Cochin,1.0,13377,6,6,2019,11,30,1,30,0,14
Vistara,Banglore,Delhi,0.0,4668,1,5,2019,21,0,23,50,50,2
IndiGo,Kolkata,Banglore,0.0,4804,27,6,2019,11,30,14,5,35,2
Jet Airways,Kolkata,Banglore,1.0,14151,12,5,2019,17,0,23,35,35,6
SpiceJet,Mumbai,Hyderabad,0.0,1965,24,6,2019,13,15,14,45,30,1
Air India,Delhi,Cochin,2.0,13013,1,6,2019,10,55,19,15,20,8
Jet Airways,Kolkata,Banglore,1.0,9899,12,6,2019,14,5,19,50,45,5
Jet Airways,Delhi,Cochin,1.0,11924,27,5,2019,10,0,19,0,0,9
Vistara,Kolkata,Banglore,1.0,8610,12,6,2019,17,0,23,25,25,6
IndiGo,Kolkata,Banglore,0.0,5224,21,6,2019,14,25,16,55,30,2
Vistara,Banglore,Delhi,0.0,4668,6,6,2019,9,45,12,35,50,2
Multiple carriers,Delhi,Cochin,1.0,14533,15,5,2019,8,0,19,15,15,11
IndiGo,Kolkata,Banglore,1.0,6284,1,4,2019,18,5,23,30,25,5
IndiGo,Mumbai,Hyderabad,0.0,2754,3,6,2019,1,40,3,10,30,1
Multiple carriers,Delhi,Cochin,1.0,6513,15,5,2019,7,10,22,30,20,15
Jet Airways,Kolkata,Banglore,1.0,9663,24,5,2019,21,10,4,40,30,7
Jet Airways,Delhi,Cochin,1.0,16079,27,5,2019,18,15,19,0,45,24
SpiceJet,Kolkata,Banglore,0.0,3841,27,6,2019,17,10,19,40,30,2
IndiGo,Banglore,Delhi,0.0,4823,18,5,2019,18,25,21,20,55,2
Jet Airways,Delhi,Cochin,1.0,16079,27,5,2019,19,15,19,0,45,23
Air India,Kolkata,Banglore,1.0,10203,12,6,2019,20,30,20,25,55,23
IndiGo,Mumbai,Hyderabad,0.0,4049,15,6,2019,6,25,7,55,30,1
Multiple carriers,Delhi,Cochin,1.0,7005,27,5,2019,12,50,21,0,10,8
Multiple carriers,Delhi,Cochin,2.0,8291,3,3,2019,7,5,21,20,15,14
Air Asia,Kolkata,Banglore,1.0,5192,12,6,2019,7,35,23,30,55,15
Jet Airways,Kolkata,Banglore,1.0,10844,9,6,2019,18,55,18,15,20,23
SpiceJet,Mumbai,Hyderabad,0.0,2017,27,6,2019,5,45,7,15,30,1
Multiple carriers,Delhi,Cochin,1.0,13377,1,6,2019,16,0,1,30,30,9
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,2019,18,55,4,40,45,9
Vistara,Delhi,Cochin,0.0,6216,15,6,2019,14,40,17,50,10,3
Multiple carriers,Delhi,Cochin,1.0,7618,21,3,2019,7,0,21,0,0,14
Jet Airways,Kolkata,Banglore,1.0,9663,18,5,2019,21,10,9,20,10,12
SpiceJet,Chennai,Kolkata,0.0,3597,6,6,2019,9,45,12,0,15,2
Air India,Mumbai,Hyderabad,2.0,22619,6,3,2019,9,40,23,45,5,14
Vistara,Kolkata,Banglore,1.0,8085,9,6,2019,20,20,23,25,5,27
Jet Airways,Delhi,Cochin,1.0,6540,27,3,2019,9,55,4,25,30,18
Jet Airways,Banglore,Delhi,0.0,4030,27,5,2019,11,10,14,5,55,2
Jet Airways,Kolkata,Banglore,1.0,12681,1,4,2019,16,30,20,45,15,28
Air India,Delhi,Cochin,1.0,8372,15,5,2019,13,0,19,15,15,6
Jet Airways,Delhi,Cochin,1.0,12373,18,5,2019,20,55,19,0,5,22
IndiGo,Kolkata,Banglore,0.0,5618,6,3,2019,14,20,16,55,35,2
Air Asia,Kolkata,Banglore,1.0,5162,9,4,2019,6,50,10,30,40,3
